task,language,origin_query,category_path,label
QC,pt,chaveiro pooh,"automobiles, parts & accessories,interior accessories,car interior decor accessories,key rings",1
QC,ar,خيط ماريو,"consumer electronics,games & accessories,game deals",0
QC,pl,Legenda Zeldy,"mother & kids,children's clothing,t-shirts",1
QC,ko,백일드레스,"women's clothing,dresses",0
QC,en,babolat mini racket,"sports & entertainment,racquet sports,badminton,badminton rackets",0
QC,es,chaqueta cortaviento hombre,"men's clothing,coats & jackets,faux fur",1
QC,de,AirPods Pro,"computer & office,laptop parts & accessories,pc cleaners",0
QC,it,lampada da tavolo fungo,"lights & lighting,indoor lighting,desk lamps",1
QC,pt,notebook infantil brinquedo,"toys & hobbies,learning & education,learning machine",1
QC,de,Damen Sommer 2023 Outfit,"women's clothing,plus size clothes,plus size sets",1
QC,es,vallas de jardín,"home & garden,garden supplies,yard & garden accessories,outdoor privacy screens & protection",1
QC,ja,白黒ステッカー,"home & garden,home decor,home decoration stickers & posters,glow stickers",1
QC,ar,إضاءة عتبة LED,"automobiles, parts & accessories,car lights,decorative lamps & strips",0
QC,it,doogee s89 pro,"consumer electronics,camera & photo,sports & action video cameras",0
QC,de,Fanshobby,"men's clothing,tops & tees,tailor-made t-shirts",0
QC,de,Tommy Hilfiger,"men's clothing,suits & blazer,suit pants",1
QC,ar,تعليقات حقيبة هالو كيتي,"jewelry & accessories,fine jewelry,charms",1
QC,en,whal,"beauty & health,hair care & styling,hair cutting tools,hair cutting kits",1
QC,pl,xeon e3 1270 v2,"electronic components & supplies,active components,integrated circuits",0
QC,de,Resident Evil,"automobiles, parts & accessories,interior accessories,car interior decor accessories,key rings",1
QC,fr,y2k hair,"hair extensions & wigs,human hair (for black),hair bundle with closures,3 bundles with closure",0
QC,fr,vw polo 6r,"automobiles, parts & accessories,exterior accessories,license plate",1
QC,en,android auto monitor,"automobiles, parts & accessories,car electronics,alarm systems & security,tire pressure alarm",0
QC,es,halo mega blocks,"toys & hobbies,building & construction toys,blocks",1
QC,ja,z900rsパーツ,"motorcycle equipments & parts,motorcycle parts,body & frame,frames",1
QC,it,abito ufficiale Zara Traf 2024,"women's clothing,tops & tees,tanks & camis",0
QC,ko,콧털,"beauty & health,shaving & hair removal,razors & shaving accessories,shavers replacement heads",0
QC,en,guardians of the galaxy pin,"consumer electronics,games & accessories,game deals",0
QC,it,scarpe antinfortunistiche in plastica per elettricisti,"security & protection,workplace safety supplies,safety shoe boots",1
QC,es,rosas y champagne manhwa,"shoes,women's shoes,women's slippers（do not post in this category）",0
QC,ja,リベット パンツ,"men's clothing,jeans（new）,jeans",1
QC,de,Handwerkzeuge,"home & garden,arts,crafts & sewing,leathercraft,cutting",1
QC,ar,متجر لوفام لكاميرات DVR,"security & protection,video surveillance,surveillance camera,ip camera",1
QC,fr,porte monnaies femmes,"luggage & bags,wallets & holders,wallets",1
QC,en,animal wall stikers,"home & garden,home decor,home decoration stickers & posters,wall stickers",1
QC,pt,kuromi cinnamoroll bloco de construção,"toys & hobbies,building & construction toys,blocks",1
QC,ko,산틱 자전거 의류,"sports & entertainment,cycling,cycling equipment,cycling bib shorts",1
QC,ja,ヘッドマッサージ,"beauty & health,massage & relaxation,breast massage instrument",0
QC,ko,7부반바지,"sports & entertainment,hunting,hunting apparel & accessories,hunting pants",1
QC,it,costume Terrifier,"novelty & special use,cosplay accessories,cosplay costumes（deactivate）",1
QC,pt,casaco frio forro,"sports & entertainment,hunting,hunting apparel & accessories,hunting coats & jackets",1
QC,pt,kit de acessorio rose para banheiro,"home improvement,bathroom fixture,bathroom hardware,bath hardware sets",1
QC,ar,طلاء سيارات,"automobiles, parts & accessories,car wash & maintenance,polishing disc",1
QC,it,3090ti,"computer & office,computer components,crypto mining gpu card",0
QC,ja,hdmi キャプチャ,"security & protection,video surveillance,dvr card",1
QC,pt,conjunto blazer e short,"women's clothing,women's sets",1
QC,ar,سنورلاكس,"sports shoes,clothing&accessories,sportswear & accessories,running,running t-shirts",1
QC,it,Abbigliamento casual vintage hip hop high street a maniche lunghe,"women's clothing,parkas",1
QC,pl,motocykl crossowy,"motorcycle equipments & parts,motorcycle accessories,electronics & navigation,helmet headset",1
QC,it,cordino per badge,"luggage & bags,wallets & holders,card & id holders",0
QC,pl,koszulka Under Armour,"men's clothing,tops & tees,tailor-made t-shirts",1
QC,pl,Adidas Gazelle,"sports shoes,clothing&accessories,sneakers,skateboarding shoes",1
QC,fr,veste homme,"men's clothing,coats & jackets,skin coats",1
QC,ja,ポケモン ビーズ,"jewelry & accessories,fine jewelry,charms",1
QC,it,set di adesivi arte,"home & garden,festive & party supplies,event & party,party stickers & labels",0
QC,ko,아미 티셔츠,"women's clothing,tops & tees,polo shirts",1
QC,ja,クリスマス服　キッズ,"mother & kids,children's clothing,blouses & shirts",1
QC,de,12V Fahrzeuglicht,"automobiles, parts & accessories,car lights,signal lamp assembly,warning lights assembly",1
QC,de,Werkbank-Schraubstock,"industrial & business,metal processing equipment & accessories,workpiece & tool holding,vise",1
QC,pt,bicicleta aro 29 profissional,"sports & entertainment,cycling,bicycle",1
QC,es,percheros de pared,"home improvement,bathroom fixture,bathroom hardware,towel racks",0
QC,de,G Handtasche,"luggage & bags,women's handbags,tote bags",1
QC,it,bsc 200 igpsport,"motorcycle equipments & parts,motorcycle accessories,electronics & navigation,gps/navigation",0
QC,en,xuping jewelry bracelet,"jewelry & accessories,fine jewelry,bangles",1
QC,pt,capa elfo,"automobiles, parts & accessories,interior accessories,steering wheels & accessories,steering covers",0
QC,de,Herbst Hip Hop Punk Rock Stil bedruckt,"women's clothing,sweaters&jumpers,pullovers",1
QC,en,eyeglasses men,"apparel accessories,eyewear & accessories,blue light blocking glasses",1
QC,pt,roupas feminina praia,"women's clothing,matching sets,pant sets",1
QC,fr,450 mt barre,"motorcycle equipments & parts,modification&protection,bumpers & chassis",0
QC,de,Kugeldildo,"consumer electronics,games & accessories,game deals",1
QC,ar,مصد ميتسوبيشي ميراج,"automobiles, parts & accessories,exterior parts,mudguards",0
QC,fr,culotte taille haute femme bleu,"underwear,women's intimates,panties",1
QC,de,poco x6 pro,"home improvement,electrical equipment & supplies,connectors & terminals,connectors",0
QC,fr,volant bmw f20,"automobiles, parts & accessories,interior accessories,steering wheels & accessories,steering covers",0
QC,en,dupont,"consumer electronics,portable audio & video,speakers",0
QC,ja,トップス　男の子,"mother & kids,children's clothing,outerwear & coats,down & parkas",1
QC,pt,mochila de viagem,"luggage & bags,school bags",1
QC,it,iine,"beauty & health,makeup,lips,lip gloss",0
QC,pl,marcus and martinus,"women's clothing,tops & tees,t-shirts",1
QC,pt,tupé,"sports & entertainment,camping & hiking,camping furnishings,camping tables",0
QC,ar,هونر,"phones & telecommunications accessories,mobile phone accessories,screen protectors",0
QC,ar,سامسونج S22 ألترا 512 جيجابايت أصلي,"phones & telecommunications accessories,mobile phone accessories,mobile phone keyboards",0
QC,fr,maison préfabriquée,"furniture,home furniture,living room furniture,coat racks",0
QC,ja,テレキャスター,"sports & entertainment,musical instruments,guitar & ukulele & bass,electric guitar string",0
QC,it,Spiderman Miles Morales,"home & garden,home textile,blanket",1
QC,ja,changhong,"home appliances,major appliances,tv components,tv logic board",1
QC,ko,2024보보쇼즈,"mother & kids,children's clothing,children's sets",1
QC,fr,jouet seхuelle pour homme automat,"beauty & health,sex products,sex toys,masturbation cup",1
QC,ar,فانتازيا,"women's clothing,swimwears,bikinis set",0
QC,ar,هزاز بظر للنساء,"beauty & health,sex products,sex toys,clitoris stimulation",1
QC,ko,샌디스크 sd카드,"consumer electronics,games & accessories,memory cards",1
QC,pl,organizer na biurko,"home & garden,home storage & organization,storage holders & racks",1
QC,ja,けものフレンズ,"men's clothing,men's sets",1
QC,ko,lg 리모콘,"consumer electronics,accessories & parts,remote control",1
QC,pl,akwarium,"lights & lighting,outdoor lighting,underwater lights",0
QC,es,decoracion hogar elegante,"home & garden,home decor,home accessories,decorative letters & numbers",1
QC,de,Toyota Wellfire,"automobiles, parts & accessories,car lights,signal lamp assembly,fog light assembly",1
QC,ja,スリングショット,"toys & hobbies,outdoor fun & sports,toy sports",1
QC,pl,Traf Zara oficjalny sklep,"women's clothing,dresses",1
QC,it,divano gonfiabile,"furniture,office furniture,office sofas",1
QC,pt,coroa princesa infantil,"jewelry & accessories,fashion jewelry,hair jewelry",1
QC,es,bolsos de boda de mano rosas,"luggage & bags,men's bags,shoulder bags",0
QC,ar,غلاف فينيل 3M,"automobiles, parts & accessories,exterior accessories,car body film",1
QC,it,genshin impact,"home & garden,home decor,wall tapestries,tapestries",1
QC,pt,jogador multimídia do carro,"automobiles, parts & accessories,car electronics,car intelligent system,rear seat multimedia player",1
QC,ja,エリミネーター ラジエーターガード,"motorcycle equipments & parts,modification&protection,motorcycle modification,covers & ornamental mouldings",1
QC,ko,남성골프티셔츠,"men's clothing,tops & tees,polo shirts",1
QC,es,llavero pitbull,"automobiles, parts & accessories,interior accessories,car interior decor accessories,key rings",1
QC,es,bajera 135x190,"underwear,men's sleep & lounge,sleep bottoms",0
QC,de,Babyzen Yoya Kinderwagen,"mother & kids,baby strollers&accessories,baby stroller accessories & parts,stroller accessories",0
QC,en,funda redmi note 11,"phones & telecommunications accessories,mobile phone accessories,screen protectors",0
QC,ja,apple watch　充電スタンド,"phones & telecommunications accessories,mobile phone accessories,holders & stands",0
QC,ko,e99 드론,"toys & hobbies,remote control toys,racing drone",1
QC,de,Fahrrad Rücklicht,"sports & entertainment,cycling,bicycle accessories,bicycle lights",1
QC,it,adesivo Monaco,"office & school supplies,stationery sticker",1
QC,pl,Naszyjnik ze stopu złota,"jewelry & accessories,fine jewelry,necklaces",1
QC,ko,직장 청소,"home & garden,household merchandises,household cleaning tools & accessories,cleaning brushes",1
QC,ja,しょーつ レディース,"sports & entertainment,water sports,surfing,surfing & beach shorts",1
QC,it,loctite 401,"home appliances,cleaning appliances,vacuum cleaners",0
QC,pl,mini kamera samochodowa,"security & protection,video surveillance,surveillance camera,car surveillance camera",1
QC,es,regalos de cumpleaños para niños lote,"toys & hobbies,novelty & gag toys,children's temporary tattoos",1
QC,ar,إم جي إكس,"consumer electronics,camera & photo,photo studio,photo studio kits",0
QC,ja,マグネット 棚,"furniture,office furniture,magazine racks",1
QC,ko,추피,"toys & hobbies,stuffed animals & plush,plush backpacks",1
QC,en,short lacoste,"women's clothing,shorts",1
QC,it,iQOO 12,"phones & telecommunications,mobile phones",1
QC,en,men toy ass,"beauty & health,sex products,sex toys,masturbation cup",1
QC,pl,biżuteria spadochronowa,"jewelry & accessories,fashion jewelry,rings",1
QC,it,tavolo portatile,"furniture,office furniture,computer desks",1
QC,ko,캠핑냄비,"sports & entertainment,camping & hiking,camp cooking supplies,camping cookware",1
QC,ko,비누 만들기,"home & garden,kitchen,dining & bar,tableware,teaspoons",0
QC,ar,شورت رياضي رجالي,"sports shoes,clothing&accessories,sportswear & accessories,volleyball,volleyball shorts",1
QC,en,2006 camry engines and parts,"automobiles, parts & accessories,engines & engine parts,engines & components,engine",1
QC,pt,ordinary,"apparel accessories,eyewear & accessories,blue light blocking glasses",0
QC,it,deodorante per auto,"automobiles, parts & accessories,interior accessories,air freshener",1
QC,ja,厚底 スニーカー レディース,"sports shoes,clothing&accessories,sneakers,skateboarding shoes",1
QC,ja,パズル　子ども,"toys & hobbies,games and puzzles,puzzles",1
QC,en,racks for wall,"furniture,home furniture,living room furniture,cd racks",1
QC,es,clips para el pelo,"apparel accessories,new headwear,hair grips",1
QC,pt,bag feminina,"sports shoes,clothing&accessories,sport bags,golf bags",1
QC,ja,ヒョウ柄　生地,"apparel accessories,apparel fabrics & textiles,cotton fabrics",1
QC,de,Wicked,"home & garden,home decor,plaques，signs &boxes,plaques & signs",1
QC,en,cricut vinyl,"home & garden,arts,crafts & sewing,diy apparel sewing supplies,diy craft supplies",1
QC,fr,smartphone samsung version française,"phones & telecommunications,mobile phones",1
QC,pt,máquina de passar roupas automatica,"home appliances,household appliances,laundry appliances,garment steamers",1
QC,pt,furadeira e parafusadeira,"beauty & health,nail art & tools,nail equipment,electric manicure drill",0
QC,ja,モバイルバッテリー軽量,"consumer electronics,accessories & parts,batteries,rechargeable batteries",0
QC,it,monitor portatile,"computer & office,computer peripherals,monitors & accessories,lcd monitors",0
QC,es,vajilla envio gratis,"home & garden,kitchen,dining & bar,tableware,serving plates",1
QC,es,bolso de playa para mujer,"sports shoes,clothing&accessories,sportswear & accessories,yoga clothing,yoga shorts",0
QC,fr,blousons aviateur,"women's clothing,coats & jackets,jackets",1
QC,it,mixer DJ,"consumer electronics,portable audio & video,professional audio equipment,pro audio recording",1
QC,fr,bloc roue motos,"motorcycle equipments & parts,motorcycle parts,body & frame,stands",1
QC,de,Hermes Tafelservice,"home & garden,kitchen,dining & bar,tableware,dinner plates",0
QC,es,cortavientos ciclismo hombre,"sports & entertainment,cycling,cycling equipment,cycling pants",0
QC,pt,parede 3d autocolante,"home & garden,festive & party supplies,event & party,party & holiday diy decorations",1
QC,ar,قارب بمروحة,"toys & hobbies,remote control toys,parts & accs",0
QC,ja,ムーンミッション　時計,"watches,women's watches,quartz wristwatches",1
QC,es,bts21 productos,"jewelry & accessories,customized jewelry,customized bracelets",1
QC,it,glc x253,"automobiles, parts & accessories,car electronics,car intelligent system,car multimedia player",1
QC,ja,ニューボーンフォト,"consumer electronics,camera & photo,photo studio,photographic lighting",1
QC,pl,generator wysokiego napięcia,"home improvement,electrical equipment & supplies,generators,gas turbine generators",1
QC,de,Herrenohrring,"jewelry & accessories,fashion jewelry,earrings,clip earrings",1
QC,it,pedane supermoto,"motorcycle equipments & parts,motorcycle parts,footrests, pedals & pegs,foot rests",0
QC,ja,サイドバッグ　オートバイ,"motorcycle equipments & parts,motorcycle accessories,luggage,saddlebags & accessories",1
QC,en,vw golf accecories,"automobiles, parts & accessories,interior accessories,car interior storage,stowing tidying",1
QC,ja,コスプレ プロジェクトセカイ,"novelty & special use,cosplay accessories,accessories,masks & eyewear",1
QC,ar,داجا دي جي 6,"tools,laser engraving machine & accessories,laser engraving machine",1
QC,ko,철봉,"sports & entertainment,fitness & body building,portable fitness equipment,horizontal bars",1
QC,pt,farol projetor laser,"motorcycle equipments & parts,motorcycle parts,lighting & indicators,motorcycle decorative lamp",0
QC,pt,relógio digital parede,"home & garden,home decor,clocks,alarm clocks",1
QC,ar,فياجرا,"automobiles, parts & accessories,wear parts,ignition system,spark plugs & glow plugs",0
QC,ja,アメコミキャラクター　ステッカー,"phones & telecommunications accessories,mobile phone accessories,mobile phone sticker & back flim",1
QC,pt,papel adesivo para portatil,"computer & office,laptop parts & accessories,laptop skins",1
QC,ar,تشانغهونغ,"home appliances,kitchen appliances,cooking appliances,electric hot pot",1
QC,pl,wydech v85tt,"motorcycle equipments & parts,motorcycle parts,exhausts & exhaust systems,silencers, mufflers & baffles",1
QC,es,rop interior hombr,"underwear,men's underwears,boxers",1
QC,ja,48v バッテリー xt60,"sports & entertainment,cycling,electric bicycle parts,electric bicycle battery",1
QC,fr,habit de fille 3 ans,"mother & kids,children's clothing,sleepwear & robe,pajama sets",0
QC,en,funda motorola edge 50 fusion,"phones & telecommunications accessories,mobile phone accessories,screen protectors",0
QC,ko,비고드 전동휠,"sports & entertainment,cycling,scooters,self balance scooters",1
QC,ja,新生児 退院着,"mother & kids,baby clothing,dresses",1
QC,it,pero,"home & garden,pet products,dog supplies,dog toys",0
QC,ar,حقيبة تيلفار,"luggage & bags,women's handbags,messenger bags",1
QC,it,prodotti per la pulizia auto,"automobiles, parts & accessories,car wash & maintenance,cleaning agent / curing agent",1
QC,ko,아동액세서리,"mother & kids,children's clothing,socks & leggings,leg warmers",1
QC,pl,cosplay Batmana,"novelty & special use,cosplay accessories,cosplay costumes（deactivate）",1
QC,it,kirby,"women's clothing,skirts",1
QC,fr,coquetier rigolo,"home & garden,kitchen,dining & bar,drinkware,glass",0
QC,ko,무타공 벽선반,"furniture,outdoor furniture,plant shelves",1
QC,en,caoch luxury bag,"luggage & bags,women's handbags,waist packs",1
QC,pl,płyta główna LG,"consumer electronics,camera & photo,digital cameras,point & shoot cameras",0
QC,ko,재미있는 옷,"women's clothing,jeans（new）,jeans",1
QC,en,asgard ddr4 3600mhz,"computer & office,computer components,motherboards",0
QC,fr,eod,"home & garden,home decor,home decoration stickers & posters,wall stickers",1
QC,en,themed bedding,"mother & kids,bedding,baby pillows",0
QC,ja,blue archive ステッカー,"home & garden,home decor,home decoration stickers & posters,wall stickers",1
QC,ja,冷感インナー メンズ,"underwear,men's underwears,undershirts",1
QC,pt,pênisrealista lésbicas gosso,"beauty & health,sex products,sex toys,vibrators",0
QC,it,pantaloncini Eric Emanuel,"women's clothing,shorts",1
QC,pl,kwas kojowy,"beauty & health,skin care,face care,creams",1
QC,en,kids paint,"office & school supplies,art supplies,painting canvas",1
QC,es,pcx 160 accessories 2024,"motorcycle equipments & parts,motorcycle parts,handlebars, grips & levers,riser clamps & brackets",1
QC,ar,جراب هاتف ناثينج 1,"phones & telecommunications accessories,mobile phone accessories,mobile phone cases & covers",1
QC,ja,バット,"motorcycle equipments & parts,motorcycle parts,electrical & ignition,motorcycle battery",0
QC,pt,zara masculina,"jewelry & accessories,fashion jewelry,earrings,dangle earrings",1
QC,es,compre ampolla,"beauty & health,health care,household health monitors,bandages",1
QC,ja,野球,"sports shoes,clothing&accessories,sneakers,baseball shoes",0
QC,fr,décoration de noël anniversaire,"home & garden,festive & party supplies,event & party,disposable party tableware",1
QC,pt,bolsa da jw pei,"luggage & bags,special purpose bags,shopping bags",0
QC,it,immagini porno sexy senza censura,"novelty & special use,exotic apparel,babydolls & chemises",0
QC,ja,ムートン　キッズ,"mother & kids,children's clothing,socks & leggings,socks",0
QC,it,maglia,"beauty & health,makeup,eyes,eyeliner",0
QC,fr,parechoc citroen c4,"automobiles, parts & accessories,engines & engine parts,fuel supply system,inner tank covers",0
QC,es,short bebe,"mother & kids,baby souvenirs,newborn photography,photography clothing",1
QC,en,funko,"toys & hobbies,action & toy figures,fantasy figurines",1
QC,pt,royal enfield classic 350 proteção de motor,"motorcycle equipments & parts,motorcycle accessories,weather protection,motocycle covers",0
QC,it,abiti da festa da donna,"women's clothing,dresses",1
QC,pl,goonies,"women's clothing,tops & tees,t-shirts",1
QC,de,Montessori Spielzeug,"toys & hobbies,learning & education,color & shape",1
QC,ja,コスメバッグ・化粧ポーチ,"home & garden,home storage & organization,storage bags",1
QC,en,pop up roof,"automobiles, parts & accessories,other vehicle parts & accessories,rv parts & accessories",1
QC,it,awesafe golf 6,"automobiles, parts & accessories,car electronics,car intelligent system,car multimedia player",1
QC,ja,こども服 女の子,"mother & kids,children's clothing,pants,kids leggings",1
QC,ar,مدلك الرقبة,"beauty & health,massage & relaxation,massage comb",1
QC,pl,insta360 ace pro,"consumer electronics,camera & photo,sports & action video cameras",1
QC,fr,cineaste objet cinema,"home & garden,home decor,wall tapestries,tapestries",0
QC,ar,ما جونغ,"home & garden,arts,crafts & sewing,scrapbooking & stamping,stickers",1
QC,ar,كابل بيانات USB-C,"phones & telecommunications accessories,mobile phone accessories,mobile phone cables",1
QC,es,bols luj muj,"luggage & bags,briefcases",1
QC,ja,トートバッグ メンズ,"luggage & bags,women's handbags,tote bags",0
QC,pt,presilhas de cabelos luxo,"jewelry & accessories,customized jewelry,customized hair jewelry",1
QC,es,fire emblem three houses,"novelty & special use,cosplay accessories,costume props",1
QC,de,Außenkameraschutz,"security & protection,video surveillance,surveillance camera,wildlife camera",0
QC,ko,bmw g60 탄소섬유,"automobiles, parts & accessories,interior accessories,steering wheels & accessories,steering covers",1
QC,en,jogging man,"men's clothing,men's sets",1
QC,es,platillo ceramica,"home & garden,kitchen,dining & bar,tableware,dinner plates",1
QC,pl,roselsa,"underwear,women's intimates,panties",1
QC,it,filato per maglieria Kartopu,"home & garden,arts,crafts & sewing,diy knitting&crocheting,yarn",1
QC,de,Nagelzubehör,"beauty & health,nail art & tools,nail art,press on nails",0
QC,ar,أحذية رياضية نسائية,"sports shoes,clothing&accessories,sneakers,skateboarding shoes",1
QC,ar,مصباح أمامي بيجو 207,"automobiles, parts & accessories,car lights,shell",0
QC,it,gioielli traf zara,"jewelry & accessories,fashion jewelry,pendants",1
QC,en,free gifts,"jewelry & accessories,fashion jewelry,jewelry sets",1
QC,fr,couture applique,"home & garden,arts,crafts & sewing,diy apparel sewing supplies,tassel fringe",0
QC,fr,pull couple,"men's clothing,sweaters,pullovers",1
QC,pt,tenis masculinos mais vendidos,"sports shoes,clothing&accessories,sneakers,weightlifting shoes",1
QC,ko,실리콘 케이블타이,"consumer electronics,accessories & parts,cable winder",1
QC,pt,kit cueca,"beauty & health,sex products,sex toys,sex toys kits",0
QC,it,adesivi usahana,"home & garden,arts,crafts & sewing,scrapbooking & stamping,stickers",1
QC,ar,NBA,"women's clothing,plus size clothes,plus size t-shirts",1
QC,fr,sexy pour homme poupe,"novelty & special use,exotic apparel,babydolls & chemises",0
QC,en,y2 smd transistor,"electronic components & supplies,passive components,resistors",0
QC,pt,bijuterias finas elegantes luxo,"jewelry & accessories,customized jewelry,customized pendants",0
QC,it,calcio,"sports & entertainment,football（new）,soccer",1
QC,pt,roupa infatil mnenino 8 anos,"mother & kids,children's clothing,girls dresses,girls party dresses",0
QC,es,moissanita joyas certificada,"jewelry & accessories,fashion jewelry,key chains",1
QC,ar,قبعة شتوية,"apparel accessories,hats & caps,newsboy caps",1
QC,ko,커터칼 대형,"office & school supplies,art tool kits,utility knife",1
QC,fr,lunette de marque de luxe femme,"sports & entertainment,fishing,fishing apparel,fishing sunglasses",1
QC,ar,ديزني دورابل,"home & garden,home decor,decoration crafts,figurines & miniatures",1
QC,pt,munhequeira pulso,"sports & entertainment,fitness & body building,portable fitness equipment,power wrists",0
QC,de,VGA zu HDMI,"computer & office,computer peripherals,computer cables & connecting,pc video cables & adapters",1
QC,es,del christmas,"office & school supplies,stationery sticker",1
QC,it,Cinnamoroll,"jewelry & accessories,customized jewelry,luxury jewelry,bracelets",1
QC,pt,molde de concha de mar,"home & garden,kitchen,dining & bar,bakeware,baking mold",1
QC,es,plafon led para techo coche,"automobiles, parts & accessories,car lights,signal lamp assembly,reading lights assembly",1
QC,en,diecast 1/64,"toys & hobbies,play vehicles & models,railed/motor/cars/bicycles",1
QC,ko,테이프클리너,"home & garden,household merchandises,household cleaning chemicals,all-purpose cleaner",0
QC,de,Falcam Stativ,"consumer electronics,camera & photo,tripod & accessories,tripods",1
QC,ko,엘리트125,"motorcycle equipments & parts,motorcycle parts,electrical & ignition,motorcycle ignition",1
QC,pt,berloque pandora 925,"jewelry & accessories,fine jewelry,charms",1
QC,pl,kolendra,"home & garden,kitchen,dining & bar,drinkware,mugs",0
QC,de,Schneewittchen und die 7 Zwerge,"mother & kids,children's clothing,t-shirts",1
QC,es,muranos pandora 925 originales,"jewelry & accessories,fine jewelry,bangles",0
QC,de,Käfer Auspuff,"automobiles, parts & accessories,engines & engine parts,exhaust systems,exhaust headers",1
QC,ko,스피커빈통 빈박스 나무상자,"consumer electronics,portable audio & video,speaker accessories",1
QC,pl,inteligentna bateria (kranowa),"home improvement,kitchen fixture,kitchen faucets",1
QC,pt,argola de chaveiro,"jewelry & accessories,customized jewelry,customized key chains",0
QC,ko,451휠,"sports & entertainment,cycling,bicycle parts,bicycle wheel",1
QC,pl,skrzydła wróżki dla dziewczynki,"toys & hobbies,stuffed animals & plush,movies & tv",1
QC,pl,graficzne kurtki,"women's clothing,coats & jackets,denim coat",1
QC,ja,食品サンプル　たこ焼き,"food,grocery,confectionery,chocolate and chocolate bars",0
QC,ar,ملصقات جمالية,"toys & hobbies,classic toys,sticker",1
QC,ja,高級　ピアス,"jewelry & accessories,fashion jewelry,earrings,stud earrings",1
QC,it,telecamera ubiquity,"security & protection,video surveillance,surveillance camera,panoramic camera",1
QC,pt,placa de video pc,"computer & office,computer components,graphics cards",1
QC,ko,레블500,"motorcycle equipments & parts,motorcycle parts,body & frame,fender & gas tank sets",1
QC,pt,e5 2680 v4 kit,"computer & office,computer components,motherboards",0
QC,ko,led 무드등,"lights & lighting,holiday lighting",1
QC,en,pencil bangle,"jewelry & accessories,customized jewelry,customized bangles",1
QC,fr,power bank 300000mah,"consumer electronics,accessories & parts,batteries,rechargeable batteries",0
QC,es,soporte figuras transparente,"home & garden,home decor,home accessories,decorative shelves/display stands",1
QC,fr,robot tondeuse gazon sans fil,"tools,garden tools,garden power tools,hedge trimmer",1
QC,es,cargador de baterías,"consumer electronics,camera & photo,camera drones & accessories,drone battery chargers",1
QC,es,centro de mesa comunion,"home & garden,home decor,decorative films",1
QC,pt,projeto hy300,"automobiles, parts & accessories,interior parts,switches & controls,switches & relays",0
QC,pt,cueca latex,"underwear,men's underwears,g-strings & thongs",1
QC,ar,أدوات مائدة,"home & garden,kitchen,dining & bar,tableware,bowls",1
QC,es,nomos navideños,"office & school supplies,paper & printable media,cards & card stock",1
QC,fr,stade toulousain,"jewelry & accessories,fashion jewelry,key chains",1
QC,en,decorations for your room,"home & garden,home decor,decoration crafts,figurines & miniatures",1
QC,de,Melanine Martinez,"women's clothing,tops & tees,tanks & camis",1
QC,pt,calça alfaiataria zara original,"men's clothing,pants,down pants",1
QC,de,elektronische Schlösser für Haustür,"security & protection,access control,electric lock,magnetic lock",1
QC,en,battle ready sword,"consumer electronics,games & accessories,game deals",0
QC,de,Original Ambie Bluetooth-Kopfhörer,"consumer electronics,portable audio & video,earphone accessories,single earphone",1
QC,de,jeep renegade zubehör,"automobiles, parts & accessories,chassis parts,transmission & drivetrain,automatic transmission & parts",1
QC,fr,adaptateur usb c,"phones & telecommunications accessories,mobile phone accessories,mobile phone adapters & converters",1
QC,ar,حافظة مسدس,"security & protection,safes,gun safes",1
QC,pl,zabawka erotyczna,"beauty & health,sex products,sm products,masturbation machine",1
QC,ja,空調ウェア,"home appliances,major appliances,air conditioner parts",0
QC,en,nintendo switch mandos,"consumer electronics,games & accessories,bags",0
QC,ja,あれきさんだーわん tシャツ,"women's clothing,plus size clothes,plus size t-shirts",1
QC,pt,banco ddk,"phones & telecommunications accessories,mobile phone accessories,power bank",0
QC,en,new arrivals 2024 womans clothing,"women's clothing,coats & jackets,wrap coat",1
QC,fr,bracelet de montre en caoutchouc,"watches,watches accessories,watchbands",1
QC,de,Armbrustpistole,"toys & hobbies,action & toy figures,military action figures",0
QC,de,Alles Gute zum Geburtstag,"home & garden,festive & party supplies,event & party,disposable party tableware",1
QC,ar,أتاك شارك K86,"toys & hobbies,action & toy figures,action figures",0
QC,de,Jordan 1,"shoes,men's shoes,casual sneakers",1
QC,ja,ステンレスピアス,"jewelry & accessories,customized jewelry,customized earrings",1
QC,en,wireless microphone transmitter and receiver,"consumer electronics,camera & photo,photo studio,mic",1
QC,fr,ampoule guirlande noël 12v,"jewelry & accessories,jewelry making,jewelry making kits（new）,jewelry making kits(old, obsolete)",0
QC,fr,accessoire soin pied,"beauty & health,health care,personal health care,foot care tools",1
QC,es,escritorio organizadores,"office & school supplies,desk accessories & organizer,stationery holder",1
QC,ko,슬립 속옷 실크,"underwear,women's intimates,camisoles & tanks",1
QC,it,yoohoo and friends scimmia,"jewelry & accessories,fashion jewelry,earrings,dangle earrings",1
QC,ko,구스패딩 여성2022,"women's clothing,down coats",1
QC,it,chicing store,"luggage & bags,women's handbags,fashion backpacks",0
QC,pt,jogos infantis,"toys & hobbies,electronic toys,toy cameras",1
QC,ja,女性セットアップ,"women's clothing,matching sets,dress sets",1
QC,pt,ferramentas profissionais de encanador,"tools,drill bits, saw blades & cutting tools,drill bit",1
QC,en,soor,"mother & kids,children's clothing,underwears,panties",0
QC,ja,シール 子供,"home & garden,home decor,home decoration stickers & posters,poster stickers",1
